symbol,lastUpdateId,side,price,qty
USDCUSDT,2209824725,bid,1.0001,38572015.0
USDCUSDT,2209824725,bid,1.0,127528899.0
USDCUSDT,2209824725,bid,0.9999,18370822.0
USDCUSDT,2209824725,bid,0.9998,2751466.0
USDCUSDT,2209824725,bid,0.9997,2500972.0
USDCUSDT,2209824725,bid,0.9996,6964796.0
USDCUSDT,2209824725,bid,0.9995,4660071.0
USDCUSDT,2209824725,bid,0.9994,8049558.0
USDCUSDT,2209824725,bid,0.9993,53577.0
USDCUSDT,2209824725,bid,0.9992,506861.0
USDCUSDT,2209824725,bid,0.9991,281.0
USDCUSDT,2209824725,bid,0.999,89028.0
USDCUSDT,2209824725,bid,0.9989,317.0
USDCUSDT,2209824725,bid,0.9988,14451.0
USDCUSDT,2209824725,bid,0.9987,131.0
USDCUSDT,2209824725,bid,0.9986,814.0
USDCUSDT,2209824725,bid,0.9985,30085.0
USDCUSDT,2209824725,bid,0.9984,180.0
USDCUSDT,2209824725,bid,0.9983,83471.0
USDCUSDT,2209824725,bid,0.9982,17.0
USDCUSDT,2209824725,bid,0.9981,109.0
USDCUSDT,2209824725,bid,0.998,114572.0
USDCUSDT,2209824725,bid,0.9979,37.0
USDCUSDT,2209824725,bid,0.9978,36.0
USDCUSDT,2209824725,bid,0.9977,25.0
USDCUSDT,2209824725,bid,0.9976,10.0
USDCUSDT,2209824725,bid,0.9975,42326.0
USDCUSDT,2209824725,bid,0.9974,30.0
USDCUSDT,2209824725,bid,0.9973,105.0
USDCUSDT,2209824725,bid,0.9972,44.0
USDCUSDT,2209824725,bid,0.9971,125.0
USDCUSDT,2209824725,bid,0.997,5011.0
USDCUSDT,2209824725,bid,0.9969,1607.0
USDCUSDT,2209824725,bid,0.9968,54402.0
USDCUSDT,2209824725,bid,0.9966,128.0
USDCUSDT,2209824725,bid,0.9965,203755.0
USDCUSDT,2209824725,bid,0.9962,12.0
USDCUSDT,2209824725,bid,0.996,1854.0
USDCUSDT,2209824725,bid,0.9959,15.0
USDCUSDT,2209824725,bid,0.9957,99.0
USDCUSDT,2209824725,bid,0.9956,121.0
USDCUSDT,2209824725,bid,0.9953,6.0
USDCUSDT,2209824725,bid,0.9952,99.0
USDCUSDT,2209824725,bid,0.9951,6391.0
USDCUSDT,2209824725,bid,0.995,56753.0
USDCUSDT,2209824725,bid,0.9949,42.0
USDCUSDT,2209824725,bid,0.9948,780.0
USDCUSDT,2209824725,bid,0.9947,21.0
USDCUSDT,2209824725,bid,0.9946,30.0
USDCUSDT,2209824725,bid,0.9945,32.0
USDCUSDT,2209824725,bid,0.9944,93.0
USDCUSDT,2209824725,bid,0.9943,99.0
USDCUSDT,2209824725,bid,0.9942,58.0
USDCUSDT,2209824725,bid,0.9941,19.0
USDCUSDT,2209824725,bid,0.994,1016.0
USDCUSDT,2209824725,bid,0.9939,8.0
USDCUSDT,2209824725,bid,0.9938,45.0
USDCUSDT,2209824725,bid,0.9937,232.0
USDCUSDT,2209824725,bid,0.9936,7.0
USDCUSDT,2209824725,bid,0.9932,111.0
USDCUSDT,2209824725,bid,0.993,4001034.0
USDCUSDT,2209824725,bid,0.9927,99.0
USDCUSDT,2209824725,bid,0.9926,12.0
USDCUSDT,2209824725,bid,0.9925,27578.0
USDCUSDT,2209824725,bid,0.9924,44.0
USDCUSDT,2209824725,bid,0.9923,36.0
USDCUSDT,2209824725,bid,0.9922,151.0
USDCUSDT,2209824725,bid,0.992,10.0
USDCUSDT,2209824725,bid,0.9919,34.0
USDCUSDT,2209824725,bid,0.9918,165.0
USDCUSDT,2209824725,bid,0.9917,117.0
USDCUSDT,2209824725,bid,0.9914,26.0
USDCUSDT,2209824725,bid,0.9913,106.0
USDCUSDT,2209824725,bid,0.9911,119.0
USDCUSDT,2209824725,bid,0.991,10.0
USDCUSDT,2209824725,bid,0.9908,105.0
USDCUSDT,2209824725,bid,0.9905,12.0
USDCUSDT,2209824725,bid,0.9903,99.0
USDCUSDT,2209824725,bid,0.9902,52.0
USDCUSDT,2209824725,bid,0.9901,6.0
USDCUSDT,2209824725,bid,0.99,117184.0
USDCUSDT,2209824725,bid,0.9898,139.0
USDCUSDT,2209824725,bid,0.9897,9093.0
USDCUSDT,2209824725,bid,0.9895,7.0
USDCUSDT,2209824725,bid,0.9893,105.0
USDCUSDT,2209824725,bid,0.989,10.0
USDCUSDT,2209824725,bid,0.9889,14358.0
USDCUSDT,2209824725,bid,0.9888,126.0
USDCUSDT,2209824725,bid,0.9887,12.0
USDCUSDT,2209824725,bid,0.9884,32.0
USDCUSDT,2209824725,bid,0.9883,99.0
USDCUSDT,2209824725,bid,0.9882,179.0
USDCUSDT,2209824725,bid,0.9881,29.0
USDCUSDT,2209824725,bid,0.988,10.0
USDCUSDT,2209824725,bid,0.9878,105.0
USDCUSDT,2209824725,bid,0.9876,1134.0
USDCUSDT,2209824725,bid,0.9873,99.0
USDCUSDT,2209824725,bid,0.9872,12.0
USDCUSDT,2209824725,bid,0.987,24.0
USDCUSDT,2209824725,bid,0.9869,6.0
USDCUSDT,2209824725,ask,1.0002,132069034.0
USDCUSDT,2209824725,ask,1.0003,4544743.0
USDCUSDT,2209824725,ask,1.0004,4121750.0
USDCUSDT,2209824725,ask,1.0005,3618817.0
USDCUSDT,2209824725,ask,1.0006,757803.0
USDCUSDT,2209824725,ask,1.0007,712951.0
USDCUSDT,2209824725,ask,1.0008,638058.0
USDCUSDT,2209824725,ask,1.0009,529504.0
USDCUSDT,2209824725,ask,1.001,510105.0
USDCUSDT,2209824725,ask,1.0011,25048.0
USDCUSDT,2209824725,ask,1.0012,204692.0
USDCUSDT,2209824725,ask,1.0013,937795.0
USDCUSDT,2209824725,ask,1.0014,154973.0
USDCUSDT,2209824725,ask,1.0015,52035.0
USDCUSDT,2209824725,ask,1.0016,16095.0
USDCUSDT,2209824725,ask,1.0017,40688.0
USDCUSDT,2209824725,ask,1.0018,81961.0
USDCUSDT,2209824725,ask,1.0019,12571.0
USDCUSDT,2209824725,ask,1.002,67350.0
USDCUSDT,2209824725,ask,1.0021,5095.0
USDCUSDT,2209824725,ask,1.0022,210371.0
USDCUSDT,2209824725,ask,1.0023,47301.0
USDCUSDT,2209824725,ask,1.0024,496.0
USDCUSDT,2209824725,ask,1.0025,25188.0
USDCUSDT,2209824725,ask,1.0026,16.0
USDCUSDT,2209824725,ask,1.0027,46465.0
USDCUSDT,2209824725,ask,1.0028,101.0
USDCUSDT,2209824725,ask,1.0029,375.0
USDCUSDT,2209824725,ask,1.003,20017.0
USDCUSDT,2209824725,ask,1.0031,72.0
USDCUSDT,2209824725,ask,1.0032,79.0
USDCUSDT,2209824725,ask,1.0033,89.0
USDCUSDT,2209824725,ask,1.0034,170.0
USDCUSDT,2209824725,ask,1.0035,57664.0
USDCUSDT,2209824725,ask,1.0036,463.0
USDCUSDT,2209824725,ask,1.0037,88779.0
USDCUSDT,2209824725,ask,1.0038,276.0
USDCUSDT,2209824725,ask,1.0039,187.0
USDCUSDT,2209824725,ask,1.004,1038.0
USDCUSDT,2209824725,ask,1.0043,13.0
USDCUSDT,2209824725,ask,1.0044,165.0
USDCUSDT,2209824725,ask,1.0046,28397.0
USDCUSDT,2209824725,ask,1.0048,39.0
USDCUSDT,2209824725,ask,1.0049,4697.0
USDCUSDT,2209824725,ask,1.005,21971.0
USDCUSDT,2209824725,ask,1.0051,3340.0
USDCUSDT,2209824725,ask,1.0052,18.0
USDCUSDT,2209824725,ask,1.0053,6.0
USDCUSDT,2209824725,ask,1.0054,170.0
USDCUSDT,2209824725,ask,1.0055,513.0
USDCUSDT,2209824725,ask,1.0058,17.0
USDCUSDT,2209824725,ask,1.0059,8.0
USDCUSDT,2209824725,ask,1.006,1066.0
USDCUSDT,2209824725,ask,1.0062,19.0
USDCUSDT,2209824725,ask,1.0064,20.0
USDCUSDT,2209824725,ask,1.0065,118.0
USDCUSDT,2209824725,ask,1.0068,34.0
USDCUSDT,2209824725,ask,1.0069,19.0
USDCUSDT,2209824725,ask,1.007,1165.0
USDCUSDT,2209824725,ask,1.0072,16.0
USDCUSDT,2209824725,ask,1.0073,18.0
USDCUSDT,2209824725,ask,1.0075,20.0
USDCUSDT,2209824725,ask,1.0077,29.0
USDCUSDT,2209824725,ask,1.0079,8.0
USDCUSDT,2209824725,ask,1.008,4012.0
USDCUSDT,2209824725,ask,1.0081,7.0
USDCUSDT,2209824725,ask,1.0082,6.0
USDCUSDT,2209824725,ask,1.0083,6.0
USDCUSDT,2209824725,ask,1.0085,68.0
USDCUSDT,2209824725,ask,1.0086,7.0
USDCUSDT,2209824725,ask,1.0088,6.0
USDCUSDT,2209824725,ask,1.0089,44293.0
USDCUSDT,2209824725,ask,1.009,2088.0
USDCUSDT,2209824725,ask,1.0092,19.0
USDCUSDT,2209824725,ask,1.0093,7.0
USDCUSDT,2209824725,ask,1.0094,32.0
USDCUSDT,2209824725,ask,1.0097,6.0
USDCUSDT,2209824725,ask,1.0098,1027.0
USDCUSDT,2209824725,ask,1.0099,36.0
USDCUSDT,2209824725,ask,1.01,10389.0
USDCUSDT,2209824725,ask,1.0103,6.0
USDCUSDT,2209824725,ask,1.0109,46.0
USDCUSDT,2209824725,ask,1.011,644.0
USDCUSDT,2209824725,ask,1.0111,7.0
USDCUSDT,2209824725,ask,1.0112,6.0
USDCUSDT,2209824725,ask,1.0113,6.0
USDCUSDT,2209824725,ask,1.0115,12.0
USDCUSDT,2209824725,ask,1.0118,13.0
USDCUSDT,2209824725,ask,1.0121,20.0
USDCUSDT,2209824725,ask,1.0122,19.0
USDCUSDT,2209824725,ask,1.0124,20.0
USDCUSDT,2209824725,ask,1.0126,5.0
USDCUSDT,2209824725,ask,1.0128,18.0
USDCUSDT,2209824725,ask,1.0129,28.0
USDCUSDT,2209824725,ask,1.013,11.0
USDCUSDT,2209824725,ask,1.0132,6.0
USDCUSDT,2209824725,ask,1.0133,6.0
USDCUSDT,2209824725,ask,1.0136,12.0
USDCUSDT,2209824725,ask,1.014,6.0
USDCUSDT,2209824725,ask,1.0141,36.0
BTCUSDT,91315420190,bid,66755.76,2.30594
BTCUSDT,91315420190,bid,66755.75,0.00016
BTCUSDT,91315420190,bid,66755.73,8e-05
BTCUSDT,91315420190,bid,66755.72,0.06231
BTCUSDT,91315420190,bid,66755.71,8e-05
BTCUSDT,91315420190,bid,66755.7,0.00016
BTCUSDT,91315420190,bid,66755.59,0.00012
BTCUSDT,91315420190,bid,66755.17,0.0003
BTCUSDT,91315420190,bid,66755.15,0.10365
BTCUSDT,91315420190,bid,66754.91,0.003
BTCUSDT,91315420190,bid,66754.82,0.01198
BTCUSDT,91315420190,bid,66754.66,0.00017
BTCUSDT,91315420190,bid,66754.65,8e-05
BTCUSDT,91315420190,bid,66754.57,8e-05
BTCUSDT,91315420190,bid,66754.16,0.00143
BTCUSDT,91315420190,bid,66754.0,0.0012
BTCUSDT,91315420190,bid,66753.99,0.05566
BTCUSDT,91315420190,bid,66753.91,0.00077
BTCUSDT,91315420190,bid,66753.24,0.003
BTCUSDT,91315420190,bid,66753.2,1.4376
BTCUSDT,91315420190,bid,66753.19,1.7518
BTCUSDT,91315420190,bid,66753.18,2.10223
BTCUSDT,91315420190,bid,66753.17,8e-05
BTCUSDT,91315420190,bid,66753.02,8e-05
BTCUSDT,91315420190,bid,66752.27,0.00149
BTCUSDT,91315420190,bid,66752.24,0.0042
BTCUSDT,91315420190,bid,66752.22,0.00754
BTCUSDT,91315420190,bid,66752.12,0.01498
BTCUSDT,91315420190,bid,66752.1,0.00022
BTCUSDT,91315420190,bid,66752.07,9e-05
BTCUSDT,91315420190,bid,66752.02,0.02
BTCUSDT,91315420190,bid,66752.01,0.0043
BTCUSDT,91315420190,bid,66752.0,0.0212
BTCUSDT,91315420190,bid,66751.95,0.044
BTCUSDT,91315420190,bid,66751.57,0.003
BTCUSDT,91315420190,bid,66751.52,9e-05
BTCUSDT,91315420190,bid,66751.46,0.00749
BTCUSDT,91315420190,bid,66751.45,0.00052
BTCUSDT,91315420190,bid,66750.9,0.00031
BTCUSDT,91315420190,bid,66750.89,0.00136
BTCUSDT,91315420190,bid,66750.88,0.00057
BTCUSDT,91315420190,bid,66750.59,0.00097
BTCUSDT,91315420190,bid,66750.55,0.00412
BTCUSDT,91315420190,bid,66750.47,0.00133
BTCUSDT,91315420190,bid,66750.34,0.00886
BTCUSDT,91315420190,bid,66750.27,0.00533
BTCUSDT,91315420190,bid,66750.22,0.00083
BTCUSDT,91315420190,bid,66750.15,0.0402
BTCUSDT,91315420190,bid,66750.06,0.00053
BTCUSDT,91315420190,bid,66750.02,0.00322
BTCUSDT,91315420190,bid,66750.01,0.022
BTCUSDT,91315420190,bid,66750.0,0.11078
BTCUSDT,91315420190,bid,66749.94,1.43831
BTCUSDT,91315420190,bid,66749.93,2.00102
BTCUSDT,91315420190,bid,66749.9,0.0049
BTCUSDT,91315420190,bid,66749.85,8e-05
BTCUSDT,91315420190,bid,66749.84,0.00012
BTCUSDT,91315420190,bid,66749.8,0.003
BTCUSDT,91315420190,bid,66749.75,0.63692
BTCUSDT,91315420190,bid,66749.67,0.02
BTCUSDT,91315420190,bid,66749.59,0.0012
BTCUSDT,91315420190,bid,66749.48,9e-05
BTCUSDT,91315420190,bid,66749.35,8e-05
BTCUSDT,91315420190,bid,66749.29,0.02
BTCUSDT,91315420190,bid,66749.13,0.02
BTCUSDT,91315420190,bid,66749.08,0.298
BTCUSDT,91315420190,bid,66749.05,0.02
BTCUSDT,91315420190,bid,66748.94,0.03
BTCUSDT,91315420190,bid,66748.76,0.022
BTCUSDT,91315420190,bid,66748.67,0.01671
BTCUSDT,91315420190,bid,66748.64,0.08008
BTCUSDT,91315420190,bid,66748.61,0.05566
BTCUSDT,91315420190,bid,66748.46,0.02
BTCUSDT,91315420190,bid,66748.44,0.022
BTCUSDT,91315420190,bid,66748.39,0.00149
BTCUSDT,91315420190,bid,66748.25,0.02265
BTCUSDT,91315420190,bid,66748.24,0.00024
BTCUSDT,91315420190,bid,66748.23,0.003
BTCUSDT,91315420190,bid,66748.1,0.02
BTCUSDT,91315420190,bid,66748.01,0.00749
BTCUSDT,91315420190,bid,66748.0,0.0012
BTCUSDT,91315420190,bid,66747.77,0.022
BTCUSDT,91315420190,bid,66747.61,8e-05
BTCUSDT,91315420190,bid,66747.34,9e-05
BTCUSDT,91315420190,bid,66747.31,2.10215
BTCUSDT,91315420190,bid,66747.06,0.00408
BTCUSDT,91315420190,bid,66746.89,9e-05
BTCUSDT,91315420190,bid,66746.88,0.00016
BTCUSDT,91315420190,bid,66746.66,0.00564
BTCUSDT,91315420190,bid,66746.56,0.003
BTCUSDT,91315420190,bid,66746.52,8e-05
BTCUSDT,91315420190,bid,66746.49,0.89028
BTCUSDT,91315420190,bid,66746.46,9e-05
BTCUSDT,91315420190,bid,66746.43,0.00021
BTCUSDT,91315420190,bid,66746.04,0.05
BTCUSDT,91315420190,bid,66746.01,0.004
BTCUSDT,91315420190,bid,66746.0,0.0012
BTCUSDT,91315420190,bid,66745.99,0.71975
BTCUSDT,91315420190,bid,66745.82,0.00058
BTCUSDT,91315420190,bid,66745.72,0.71785
BTCUSDT,91315420190,ask,66755.77,1.45383
BTCUSDT,91315420190,ask,66755.78,0.00064
BTCUSDT,91315420190,ask,66756.26,8e-05
BTCUSDT,91315420190,ask,66757.23,0.00016
BTCUSDT,91315420190,ask,66757.24,0.14655
BTCUSDT,91315420190,ask,66757.31,0.00016
BTCUSDT,91315420190,ask,66757.32,0.02008
BTCUSDT,91315420190,ask,66758.54,8e-05
BTCUSDT,91315420190,ask,66758.59,0.00167
BTCUSDT,91315420190,ask,66759.84,8e-05
BTCUSDT,91315420190,ask,66759.92,0.003
BTCUSDT,91315420190,ask,66760.36,8e-05
BTCUSDT,91315420190,ask,66760.51,0.00579
BTCUSDT,91315420190,ask,66760.88,0.00031
BTCUSDT,91315420190,ask,66761.56,0.00016
BTCUSDT,91315420190,ask,66761.57,0.13837
BTCUSDT,91315420190,ask,66761.59,0.003
BTCUSDT,91315420190,ask,66761.62,0.00016
BTCUSDT,91315420190,ask,66761.63,0.04008
BTCUSDT,91315420190,ask,66762.0,0.0004
BTCUSDT,91315420190,ask,66762.43,9e-05
BTCUSDT,91315420190,ask,66762.44,0.0015
BTCUSDT,91315420190,ask,66762.45,0.003
BTCUSDT,91315420190,ask,66762.94,0.0012
BTCUSDT,91315420190,ask,66762.99,8e-05
BTCUSDT,91315420190,ask,66763.0,0.29972
BTCUSDT,91315420190,ask,66763.01,0.00414
BTCUSDT,91315420190,ask,66763.07,0.00016
BTCUSDT,91315420190,ask,66763.17,8e-05
BTCUSDT,91315420190,ask,66763.2,0.00029
BTCUSDT,91315420190,ask,66763.25,0.00016
BTCUSDT,91315420190,ask,66763.26,0.06911
BTCUSDT,91315420190,ask,66763.27,0.20577
BTCUSDT,91315420190,ask,66763.36,0.00048
BTCUSDT,91315420190,ask,66763.43,0.00047
BTCUSDT,91315420190,ask,66763.92,0.00012
BTCUSDT,91315420190,ask,66763.98,0.004
BTCUSDT,91315420190,ask,66764.0,0.0008
BTCUSDT,91315420190,ask,66764.03,8e-05
BTCUSDT,91315420190,ask,66764.9,0.00413
BTCUSDT,91315420190,ask,66764.93,0.003
BTCUSDT,91315420190,ask,66765.02,9e-05
BTCUSDT,91315420190,ask,66765.47,0.00187
BTCUSDT,91315420190,ask,66765.73,0.00533
BTCUSDT,91315420190,ask,66766.0,0.00386
BTCUSDT,91315420190,ask,66766.39,0.00149
BTCUSDT,91315420190,ask,66766.5,8e-05
BTCUSDT,91315420190,ask,66766.6,0.003
BTCUSDT,91315420190,ask,66766.64,1.2691
BTCUSDT,91315420190,ask,66766.65,2.50986
BTCUSDT,91315420190,ask,66766.7,9e-05
BTCUSDT,91315420190,ask,66766.81,0.00149
BTCUSDT,91315420190,ask,66767.45,9e-05
BTCUSDT,91315420190,ask,66767.52,0.38214
BTCUSDT,91315420190,ask,66767.53,0.0017
BTCUSDT,91315420190,ask,66767.54,0.01259
BTCUSDT,91315420190,ask,66767.61,9e-05
BTCUSDT,91315420190,ask,66767.7,8e-05
BTCUSDT,91315420190,ask,66767.8,9e-05
BTCUSDT,91315420190,ask,66768.0,0.0012
BTCUSDT,91315420190,ask,66768.27,0.003
BTCUSDT,91315420190,ask,66768.49,0.00031
BTCUSDT,91315420190,ask,66769.13,0.003
BTCUSDT,91315420190,ask,66769.24,0.03506
BTCUSDT,91315420190,ask,66769.43,0.00736
BTCUSDT,91315420190,ask,66769.47,0.00816
BTCUSDT,91315420190,ask,66769.61,0.0015
BTCUSDT,91315420190,ask,66769.62,0.0012
BTCUSDT,91315420190,ask,66769.71,0.00417
BTCUSDT,91315420190,ask,66769.83,8e-05
BTCUSDT,91315420190,ask,66769.86,0.14979
BTCUSDT,91315420190,ask,66769.91,0.53929
BTCUSDT,91315420190,ask,66769.94,0.003
BTCUSDT,91315420190,ask,66769.99,0.004
BTCUSDT,91315420190,ask,66770.0,0.0012
BTCUSDT,91315420190,ask,66770.2,9e-05
BTCUSDT,91315420190,ask,66770.5,0.01498
BTCUSDT,91315420190,ask,66770.57,0.00064
BTCUSDT,91315420190,ask,66770.58,0.00012
BTCUSDT,91315420190,ask,66770.95,0.06099
BTCUSDT,91315420190,ask,66770.96,0.08569
BTCUSDT,91315420190,ask,66771.37,8e-05
BTCUSDT,91315420190,ask,66771.51,0.00016
BTCUSDT,91315420190,ask,66771.61,0.003
BTCUSDT,91315420190,ask,66771.76,9e-05
BTCUSDT,91315420190,ask,66772.0,0.0012
BTCUSDT,91315420190,ask,66772.3,0.00419
BTCUSDT,91315420190,ask,66772.62,0.53927
BTCUSDT,91315420190,ask,66772.79,9e-05
BTCUSDT,91315420190,ask,66772.85,0.05
BTCUSDT,91315420190,ask,66773.16,8e-05
BTCUSDT,91315420190,ask,66773.28,0.003
BTCUSDT,91315420190,ask,66773.32,0.00022
BTCUSDT,91315420190,ask,66773.46,0.00533
BTCUSDT,91315420190,ask,66773.73,0.05
BTCUSDT,91315420190,ask,66773.91,0.01123
BTCUSDT,91315420190,ask,66773.99,0.00266
BTCUSDT,91315420190,ask,66774.0,0.00271
BTCUSDT,91315420190,ask,66774.04,0.01123
BTCUSDT,91315420190,ask,66774.22,0.00015
ETHUSDT,74167389095,bid,2051.02,19.9421
ETHUSDT,74167389095,bid,2051.01,0.0224
ETHUSDT,74167389095,bid,2051.0,0.0107
ETHUSDT,74167389095,bid,2050.99,0.2025
ETHUSDT,74167389095,bid,2050.97,0.0185
ETHUSDT,74167389095,bid,2050.96,0.0137
ETHUSDT,74167389095,bid,2050.95,0.0025
ETHUSDT,74167389095,bid,2050.94,0.005
ETHUSDT,74167389095,bid,2050.93,0.0025
ETHUSDT,74167389095,bid,2050.92,1.8823
ETHUSDT,74167389095,bid,2050.91,0.0051
ETHUSDT,74167389095,bid,2050.9,0.0105
ETHUSDT,74167389095,bid,2050.89,0.0025
ETHUSDT,74167389095,bid,2050.87,0.0049
ETHUSDT,74167389095,bid,2050.86,0.005
ETHUSDT,74167389095,bid,2050.85,0.6214
ETHUSDT,74167389095,bid,2050.84,0.003
ETHUSDT,74167389095,bid,2050.83,0.0375
ETHUSDT,74167389095,bid,2050.82,0.0488
ETHUSDT,74167389095,bid,2050.81,0.1197
ETHUSDT,74167389095,bid,2050.8,1.5996
ETHUSDT,74167389095,bid,2050.79,0.1245
ETHUSDT,74167389095,bid,2050.76,2.4656
ETHUSDT,74167389095,bid,2050.75,0.0026
ETHUSDT,74167389095,bid,2050.74,0.0374
ETHUSDT,74167389095,bid,2050.73,0.0152
ETHUSDT,74167389095,bid,2050.72,0.0633
ETHUSDT,74167389095,bid,2050.71,0.1
ETHUSDT,74167389095,bid,2050.7,2.9526
ETHUSDT,74167389095,bid,2050.69,0.0975
ETHUSDT,74167389095,bid,2050.68,0.0099
ETHUSDT,74167389095,bid,2050.67,1.6041
ETHUSDT,74167389095,bid,2050.66,6.658
ETHUSDT,74167389095,bid,2050.65,1.2094
ETHUSDT,74167389095,bid,2050.64,0.27
ETHUSDT,74167389095,bid,2050.63,0.54
ETHUSDT,74167389095,bid,2050.62,9.3949
ETHUSDT,74167389095,bid,2050.61,18.2389
ETHUSDT,74167389095,bid,2050.6,6.2217
ETHUSDT,74167389095,bid,2050.59,0.8341
ETHUSDT,74167389095,bid,2050.58,0.1732
ETHUSDT,74167389095,bid,2050.57,0.6617
ETHUSDT,74167389095,bid,2050.56,0.4652
ETHUSDT,74167389095,bid,2050.55,20.007
ETHUSDT,74167389095,bid,2050.54,0.3962
ETHUSDT,74167389095,bid,2050.52,0.27
ETHUSDT,74167389095,bid,2050.51,0.0517
ETHUSDT,74167389095,bid,2050.5,0.0055
ETHUSDT,74167389095,bid,2050.49,10.7004
ETHUSDT,74167389095,bid,2050.48,17.6094
ETHUSDT,74167389095,bid,2050.47,0.0325
ETHUSDT,74167389095,bid,2050.46,8.7729
ETHUSDT,74167389095,bid,2050.45,0.0049
ETHUSDT,74167389095,bid,2050.43,0.0487
ETHUSDT,74167389095,bid,2050.42,0.0025
ETHUSDT,74167389095,bid,2050.41,9.2846
ETHUSDT,74167389095,bid,2050.4,13.8314
ETHUSDT,74167389095,bid,2050.39,1.4633
ETHUSDT,74167389095,bid,2050.38,12.2178
ETHUSDT,74167389095,bid,2050.37,0.1269
ETHUSDT,74167389095,bid,2050.36,0.0037
ETHUSDT,74167389095,bid,2050.35,0.9853
ETHUSDT,74167389095,bid,2050.34,0.0844
ETHUSDT,74167389095,bid,2050.33,9.4066
ETHUSDT,74167389095,bid,2050.32,12.8831
ETHUSDT,74167389095,bid,2050.31,17.0575
ETHUSDT,74167389095,bid,2050.3,19.6462
ETHUSDT,74167389095,bid,2050.29,0.3068
ETHUSDT,74167389095,bid,2050.28,9.2846
ETHUSDT,74167389095,bid,2050.27,0.0025
ETHUSDT,74167389095,bid,2050.26,0.0025
ETHUSDT,74167389095,bid,2050.25,0.0518
ETHUSDT,74167389095,bid,2050.24,1.1818
ETHUSDT,74167389095,bid,2050.23,0.1121
ETHUSDT,74167389095,bid,2050.2,19.67
ETHUSDT,74167389095,bid,2050.19,2.7432
ETHUSDT,74167389095,bid,2050.18,0.003
ETHUSDT,74167389095,bid,2050.17,8.7778
ETHUSDT,74167389095,bid,2050.16,0.1257
ETHUSDT,74167389095,bid,2050.15,17.1627
ETHUSDT,74167389095,bid,2050.12,0.2725
ETHUSDT,74167389095,bid,2050.11,0.0325
ETHUSDT,74167389095,bid,2050.1,0.0566
ETHUSDT,74167389095,bid,2050.09,0.27
ETHUSDT,74167389095,bid,2050.08,0.2959
ETHUSDT,74167389095,bid,2050.07,0.4813
ETHUSDT,74167389095,bid,2050.06,0.1852
ETHUSDT,74167389095,bid,2050.05,9.2846
ETHUSDT,74167389095,bid,2050.04,30.493
ETHUSDT,74167389095,bid,2050.03,15.6909
ETHUSDT,74167389095,bid,2050.02,0.0579
ETHUSDT,74167389095,bid,2050.01,27.8643
ETHUSDT,74167389095,bid,2050.0,42.8823
ETHUSDT,74167389095,bid,2049.99,0.0244
ETHUSDT,74167389095,bid,2049.98,2.875
ETHUSDT,74167389095,bid,2049.96,2.7341
ETHUSDT,74167389095,bid,2049.94,0.628
ETHUSDT,74167389095,bid,2049.93,0.0745
ETHUSDT,74167389095,bid,2049.91,10.0
ETHUSDT,74167389095,bid,2049.9,18.0605
ETHUSDT,74167389095,ask,2051.03,26.4366
ETHUSDT,74167389095,ask,2051.04,0.0075
ETHUSDT,74167389095,ask,2051.08,0.0025
ETHUSDT,74167389095,ask,2051.09,0.0098
ETHUSDT,74167389095,ask,2051.1,0.0517
ETHUSDT,74167389095,ask,2051.11,0.01
ETHUSDT,74167389095,ask,2051.13,0.0102
ETHUSDT,74167389095,ask,2051.14,11.0261
ETHUSDT,74167389095,ask,2051.15,0.0196
ETHUSDT,74167389095,ask,2051.17,0.0311
ETHUSDT,74167389095,ask,2051.19,0.0402
ETHUSDT,74167389095,ask,2051.2,36.9633
ETHUSDT,74167389095,ask,2051.21,0.0025
ETHUSDT,74167389095,ask,2051.22,0.5639
ETHUSDT,74167389095,ask,2051.23,0.0757
ETHUSDT,74167389095,ask,2051.24,0.0025
ETHUSDT,74167389095,ask,2051.25,0.0025
ETHUSDT,74167389095,ask,2051.26,0.0075
ETHUSDT,74167389095,ask,2051.28,0.0454
ETHUSDT,74167389095,ask,2051.29,0.085
ETHUSDT,74167389095,ask,2051.3,0.0055
ETHUSDT,74167389095,ask,2051.31,0.0025
ETHUSDT,74167389095,ask,2051.32,9.5351
ETHUSDT,74167389095,ask,2051.33,35.4387
ETHUSDT,74167389095,ask,2051.34,0.8235
ETHUSDT,74167389095,ask,2051.36,0.486
ETHUSDT,74167389095,ask,2051.37,0.04
ETHUSDT,74167389095,ask,2051.39,5.1497
ETHUSDT,74167389095,ask,2051.4,8.5277
ETHUSDT,74167389095,ask,2051.41,0.1732
ETHUSDT,74167389095,ask,2051.42,0.0025
ETHUSDT,74167389095,ask,2051.43,3.936
ETHUSDT,74167389095,ask,2051.44,0.4938
ETHUSDT,74167389095,ask,2051.45,0.0512
ETHUSDT,74167389095,ask,2051.46,10.7624
ETHUSDT,74167389095,ask,2051.47,0.0025
ETHUSDT,74167389095,ask,2051.48,9.2846
ETHUSDT,74167389095,ask,2051.49,9.989
ETHUSDT,74167389095,ask,2051.5,5.742
ETHUSDT,74167389095,ask,2051.51,0.0074
ETHUSDT,74167389095,ask,2051.52,0.3265
ETHUSDT,74167389095,ask,2051.53,1.9893
ETHUSDT,74167389095,ask,2051.54,0.3057
ETHUSDT,74167389095,ask,2051.55,0.0375
ETHUSDT,74167389095,ask,2051.56,17.1208
