openTime,open,high,low,close,volume,closeTime,quoteAssetVolume,numberOfTrades,takerBuyBaseVolume,takerBuyQuoteVolume,ignore,openTime_dt,closeTime_dt,symbol,interval
1555286400000,0.9933,1.001,0.9912,0.9921,25079457.36,1555891199999,24967424.279456,66769,8384099.08,8353443.033321,0,2019-04-15,2019-04-21 23:59:59.999,USDCUSDT,1w
1555891200000,0.9921,1.0799,0.9915,1.0302,53069679.95,1556495999999,54057871.105568,110453,23159321.73,23614198.752948,0,2019-04-22,2019-04-28 23:59:59.999,USDCUSDT,1w
1556496000000,1.0302,1.0309,1.0061,1.0097,46926937.1,1557100799999,47650565.982988,121828,16781679.02,17075301.243497,0,2019-04-29,2019-05-05 23:59:59.999,USDCUSDT,1w
1557100800000,1.0102,1.0249,0.997,1.0041,58673377.88,1557705599999,59082841.664486,196414,22478220.53,22665476.39975,0,2019-05-06,2019-05-12 23:59:59.999,USDCUSDT,1w
1557705600000,1.0041,1.0247,0.9887,0.9942,92509411.85,1558310399999,92369022.943023,340555,40051975.43,40032535.994037,0,2019-05-13,2019-05-19 23:59:59.999,USDCUSDT,1w
1558310400000,0.9939,1.012,0.9852,0.9866,65571196.56,1558915199999,65261810.663447,210039,26840246.53,26743581.517895,0,2019-05-20,2019-05-26 23:59:59.999,USDCUSDT,1w
1558915200000,0.987,1.01,0.9856,0.9984,71809903.08,1559519999999,71660677.468384,243930,36067163.56,36020529.159728,0,2019-05-27,2019-06-02 23:59:59.999,USDCUSDT,1w
1559520000000,0.9985,1.01,0.9939,0.9988,57724750.73,1560124799999,57720883.727576,187039,30373902.07,30390487.907218,0,2019-06-03,2019-06-09 23:59:59.999,USDCUSDT,1w
1560124800000,0.9987,1.0006,0.9925,0.9975,61330170.8,1560729599999,61075901.914629,168586,23608465.94,23526860.831806,0,2019-06-10,2019-06-16 23:59:59.999,USDCUSDT,1w
1560729600000,0.9976,1.0137,0.99,1.0064,70208460.9,1561334399999,70138536.067277,207489,37042429.29,37037897.994269,0,2019-06-17,2019-06-23 23:59:59.999,USDCUSDT,1w
1561334400000,1.0064,1.0498,0.9983,1.0101,102251642.93,1561939199999,103183474.652573,324712,64240107.73,64863772.013336,0,2019-06-24,2019-06-30 23:59:59.999,USDCUSDT,1w
1561939200000,1.0098,1.0136,0.9935,0.994,68336543.96,1562543999999,68323711.724072,190637,33001898.28,33031811.015449,0,2019-07-01,2019-07-07 23:59:59.999,USDCUSDT,1w
1562544000000,0.994,1.007,0.9911,0.9996,96159308.26,1563148799999,96019008.548805,296745,39734716.81,39709979.708422,0,2019-07-08,2019-07-14 23:59:59.999,USDCUSDT,1w
1563148800000,0.9996,1.0046,0.9951,1.0002,82359178.57,1563753599999,82241518.43376,251423,32380745.23,32351572.389389,0,2019-07-15,2019-07-21 23:59:59.999,USDCUSDT,1w
1563753600000,1.0001,1.0067,0.9971,1.0006,53362234.56,1564358399999,53402139.040436,137226,24647727.08,24676201.665932,0,2019-07-22,2019-07-28 23:59:59.999,USDCUSDT,1w
1564358400000,1.0006,1.0071,0.9953,0.9964,59273402.85,1564963199999,59239033.785905,126801,23479776.68,23477719.846789,0,2019-07-29,2019-08-04 23:59:59.999,USDCUSDT,1w
1564963200000,0.9964,1.02,0.9955,1.0007,75490614.72,1565567999999,75585925.179848,171602,34288391.51,34349961.991676,0,2019-08-05,2019-08-11 23:59:59.999,USDCUSDT,1w
1565568000000,1.0009,1.0073,0.9983,0.9991,52162222.66,1566172799999,52249536.709285,138453,19035452.61,19081378.916738,0,2019-08-12,2019-08-18 23:59:59.999,USDCUSDT,1w
1566172800000,0.999,1.0041,0.9973,1.0001,47703392.28,1566777599999,47689278.462961,94513,17453009.87,17461864.556984,0,2019-08-19,2019-08-25 23:59:59.999,USDCUSDT,1w
1566777600000,1.0001,1.0077,0.9971,0.9976,54074503.78,1567382399999,54113175.801774,86493,18567572.42,18596785.562386,0,2019-08-26,2019-09-01 23:59:59.999,USDCUSDT,1w
1567382400000,0.9976,1.0026,0.9965,0.9988,67797232.79,1567987199999,67703886.888049,116411,18774372.61,18757937.921816,0,2019-09-02,2019-09-08 23:59:59.999,USDCUSDT,1w
1567987200000,0.9985,1.0028,0.9972,0.9988,37232350.56,1568591999999,37224250.935477,79061,15820689.36,15823997.575583,0,2019-09-09,2019-09-15 23:59:59.999,USDCUSDT,1w
1568592000000,0.9988,1.0049,0.9942,1.0002,71793244.54,1569196799999,71782308.752541,126821,24170551.45,24178850.705024,0,2019-09-16,2019-09-22 23:59:59.999,USDCUSDT,1w
1569196800000,1.0001,1.0099,0.9879,0.9982,75351915.9,1569801599999,75327553.885829,183646,32978128.41,32991385.543571,0,2019-09-23,2019-09-29 23:59:59.999,USDCUSDT,1w
1569801600000,0.9983,1.0008,0.9967,0.9997,64883363.26,1570406399999,64782063.081012,108669,25203239.58,25171671.742596,0,2019-09-30,2019-10-06 23:59:59.999,USDCUSDT,1w
1570406400000,0.9997,1.0007,0.9966,0.9994,75572843.2,1571011199999,75473599.355407,134806,26005170.49,25979247.445393,0,2019-10-07,2019-10-13 23:59:59.999,USDCUSDT,1w
1571011200000,0.9994,1.001,0.9982,0.9983,40638570.77,1571615999999,40625768.952491,103945,17943604.64,17942150.313968,0,2019-10-14,2019-10-20 23:59:59.999,USDCUSDT,1w
1571616000000,0.9986,1.001,0.985,0.9972,89727941.08,1572220799999,89563283.831427,188301,33617240.83,33580237.120362,0,2019-10-21,2019-10-27 23:59:59.999,USDCUSDT,1w
1572220800000,0.9975,1.0006,0.9963,0.9991,61482212.22,1572825599999,61399671.711104,131358,18662736.46,18642270.192703,0,2019-10-28,2019-11-03 23:59:59.999,USDCUSDT,1w
1572825600000,0.9992,1.0048,0.9921,1.0003,51094023.11,1573430399999,51105701.984796,92362,17999900.35,18013437.626852,0,2019-11-04,2019-11-10 23:59:59.999,USDCUSDT,1w
1573430400000,1.0003,1.0042,0.9999,1.0003,39932538.21,1574035199999,39996977.66602,62012,13757886.25,13783264.96125,0,2019-11-11,2019-11-17 23:59:59.999,USDCUSDT,1w
1574035200000,1.0003,1.01,0.9979,0.9996,57564958.8,1574639999999,57613947.552567,114105,18675555.92,18703346.603798,0,2019-11-18,2019-11-24 23:59:59.999,USDCUSDT,1w
1574640000000,0.9995,1.0009,0.9984,0.9988,52316039.72,1575244799999,52284409.727376,86184,13842419.35,13837176.82761,0,2019-11-25,2019-12-01 23:59:59.999,USDCUSDT,1w
1575244800000,0.999,1.0009,0.998,0.9988,43645858.11,1575849599999,43620012.655346,60982,13665469.13,13660834.433966,0,2019-12-02,2019-12-08 23:59:59.999,USDCUSDT,1w
1575849600000,0.9987,1.0032,0.9982,1.0008,34584399.75,1576454399999,34605515.815897,48855,19182146.96,19194634.569918,0,2019-12-09,2019-12-15 23:59:59.999,USDCUSDT,1w
1576454400000,1.0011,1.0034,0.9982,0.9988,42040010.53,1577059199999,42063453.623043,84092,16823528.74,16840747.756611,0,2019-12-16,2019-12-22 23:59:59.999,USDCUSDT,1w
1577059200000,0.9988,1.0044,0.9981,1.0011,32412931.3,1577663999999,32455424.336583,67949,12274939.97,12296417.651433,0,2019-12-23,2019-12-29 23:59:59.999,USDCUSDT,1w
1577664000000,1.0011,1.0047,1.0,1.001,31398100.0,1578268799999,31473637.283817,60464,13692893.0,13731741.654166,0,2019-12-30,2020-01-05 23:59:59.999,USDCUSDT,1w
1578268800000,1.001,1.0024,0.9983,1.0003,55768849.6,1578873599999,55793197.603562,122043,18014118.1,18026381.482287,0,2020-01-06,2020-01-12 23:59:59.999,USDCUSDT,1w
1578873600000,1.0003,1.0077,0.9986,1.0007,75609699.27,1579478399999,75699062.612137,203479,27295334.45,27332862.179078,0,2020-01-13,2020-01-19 23:59:59.999,USDCUSDT,1w
1579478400000,1.0006,1.0065,0.999,1.0024,33819452.02,1580083199999,33898137.036099,85615,15841253.87,15882064.005292,0,2020-01-20,2020-01-26 23:59:59.999,USDCUSDT,1w
1580083200000,1.0022,1.0036,0.9985,1.0014,53470792.84,1580687999999,53553282.037834,123616,20293905.8,20330267.991813,0,2020-01-27,2020-02-02 23:59:59.999,USDCUSDT,1w
1580688000000,1.0014,1.0038,0.998,0.9993,74706998.89,1581292799999,74792736.748149,127918,30829617.73,30874057.882684,0,2020-02-03,2020-02-09 23:59:59.999,USDCUSDT,1w
1581292800000,0.9994,1.0022,0.9934,0.9993,89183202.41,1581897599999,89111338.562333,192348,44676487.62,44650427.680924,0,2020-02-10,2020-02-16 23:59:59.999,USDCUSDT,1w
1581897600000,0.9994,1.0021,0.9966,0.997,74237174.21,1582502399999,74146992.743921,193672,31550695.72,31520145.359468,0,2020-02-17,2020-02-23 23:59:59.999,USDCUSDT,1w
1582502400000,0.997,1.004,0.9965,1.0009,72104474.78,1583107199999,72135873.145996,169130,34182111.2,34201554.543514,0,2020-02-24,2020-03-01 23:59:59.999,USDCUSDT,1w
1583107200000,1.0012,1.0017,0.9958,1.0,73913025.46,1583711999999,73841736.472523,166187,37788128.76,37755339.531009,0,2020-03-02,2020-03-08 23:59:59.999,USDCUSDT,1w
1583712000000,1.0001,1.0464,0.98,1.0026,157348099.14,1584316799999,157222920.150366,299060,75776603.1,75755315.258368,0,2020-03-09,2020-03-15 23:59:59.999,USDCUSDT,1w
1584316800000,1.0027,1.005,0.993,0.9993,123675213.94,1584921599999,123434242.72386,226873,53343586.99,53264111.721911,0,2020-03-16,2020-03-22 23:59:59.999,USDCUSDT,1w
1584921600000,0.9993,1.0005,0.9921,1.0004,65239995.57,1585526399999,65088412.799803,116842,31868952.83,31805236.132684,0,2020-03-23,2020-03-29 23:59:59.999,USDCUSDT,1w
